id,text,persian,verse,surah,surahName,section,part,prostration,cut_off_letters,page
"1617","وَقَالَ الَّذِی اشْتَرَاهُ مِن مِّصْرَ لِامْرَأَتِهِ أَکْرِمِی مَثْوَاهُ عَسَى أَن یَنفَعَنَا أَوْ نَتَّخِذَهُ وَلَدًا وَکَذَلِکَ مَکَّنَّا لِیُوسُفَ فِی الْأَرْضِ وَلِنُعَلِّمَهُ مِن تَأْوِیلِ الْأَحَادِیثِ وَاللَّهُ غَالِبٌ عَلَى أَمْرِهِ وَلَکِنَّ أَکْثَرَ النَّاسِ لَا یَعْلَمُون","و ‌آن‌ کس‌ ‌از‌ مصر ‌که‌ ‌او‌ ‌را‌ خریده‌ ‌بود‌ ‌به‌ همسرش‌ ‌گفت‌: جایگاه‌ ‌او‌ ‌را‌ گرامی‌ بدار، شاید ‌به‌ حال‌ ‌ما سودمند ‌باشد‌ ‌ یا ‌ ‌او‌ ‌را‌ ‌به‌ فرزندی‌ اختیار کنیم‌ و بدین‌ گونه‌ ‌ما یوسف‌ ‌را‌ ‌در‌ ‌آن‌ سرزمین‌ تمکّن‌ بخشیدیم‌، و ‌تا‌ ‌به‌ ‌او‌ تأویل‌ رؤیاها ‌را‌ بیاموزیم‌، و ‌خدا‌ ‌بر‌ کار خویش‌ غالب‌ ‌است‌ ولی‌ بیشتر مردم‌ نمی‌دانند","21","12","يوسف","48","12","","","237"
"1618","وَلَمَّا بَلَغَ أَشُدَّهُ آتَیْنَاهُ حُکْمًا وَعِلْمًا وَکَذَلِکَ نَجْزِی الْمُحْسِنِین","و چون‌ ‌به‌ حدّ رشد رسید، ‌او‌ ‌را‌ حکمت‌ و دانش‌ عطا کردیم‌، و نیکوکاران‌ ‌را‌ چنین‌ پاداش‌ می‌دهیم","22","12","يوسف","48","12","","","237"
"1619","وَرَاوَدَتْهُ الَّتِی هُوَ فِی بَیْتِهَا عَن نَّفْسِهِ وَغَلَّقَتِ الْأَبْوَابَ وَقَالَتْ هَیْتَ لَکَ قَالَ مَعَاذَ اللَّهِ إِنَّهُ رَبِّی أَحْسَنَ مَثْوَایَ إِنَّهُ لَا یُفْلِحُ الظَّالِمُون","و ‌آن‌ زنی‌ ‌که‌ یوسف‌ ‌در‌ خانه‌اش‌ ‌بود‌ ‌از‌ ‌او‌ کام‌ خواست‌، و درها ‌را‌ محکم‌ بست‌ و ‌گفت‌: بیا ‌که‌ ‌از‌ ‌آن‌ توام‌ یوسف‌ ‌گفت‌: پناه‌ ‌بر‌ ‌خدا‌! ‌او‌ پروردگار ‌من‌ ‌است‌ [و] جایگاه‌ مرا نیکو داشته‌ ‌است‌ قطعا ستمکاران‌ رستگار نمی‌شوند","23","12","يوسف","48","12","","","238"
"1620","وَلَقَدْ هَمَّتْ بِهِ وَهَمَّ بِهَا لَوْلَا أَن رَّأَى بُرْهَانَ رَبِّهِ کَذَلِکَ لِنَصْرِفَ عَنْهُ السُّوءَ وَالْفَحْشَاءَ إِنَّهُ مِنْ عِبَادِنَا الْمُخْلَصِین","و ‌آن‌ زن‌ آهنگ‌ وی‌ کرد، و یوسف‌ نیز ‌اگر‌ برهان‌ پروردگارش‌ ‌را‌ ندیده‌ ‌بود‌ آهنگ‌ ‌او‌ می‌کرد [و وی‌ ‌را‌ می‌زد و متهم‌ می‌شد] چنین‌ کردیم‌ ‌تا‌ بدی‌ و زشتکاری‌ ‌را‌ ‌از‌ ‌او‌ بازگردانیم‌، ‌او‌ ‌از‌ بندگان‌ خالص‌ شده‌ی‌ ‌ما ‌بود","24","12","يوسف","48","12","","","238"
"1621","وَاسْتَبَقَا الْبَابَ وَقَدَّتْ قَمِیصَهُ مِن دُبُرٍ وَأَلْفَیَا سَیِّدَهَا لَدَى الْبَابِ قَالَتْ مَا جَزَاءُ مَنْ أَرَادَ بِأَهْلِکَ سُوءًا إِلَّا أَن یُسْجَنَ أَوْ عَذَابٌ أَلِیم","و ‌آن‌ دو ‌به‌ سوی‌ ‌در‌ ‌از‌ یکدیگر پیشی‌ گرفتند، و زن‌ پیراهن‌ وی‌ ‌را‌ ‌از‌ پشت‌ بدرید، و ‌در‌ کنار ‌در‌ آقای‌ زن‌ ‌را‌ یافتند زن‌ ‌گفت‌: جزای‌ کسی‌ ‌که‌ قصد بدی‌ ‌به‌ خانواده‌ی‌ تو کرده‌ جز ‌این‌ ‌که‌ زندانی‌ ‌ یا ‌ کیفر دردناکی‌ شود چه‌ خواهد ‌بود","25","12","يوسف","48","12","","","238"
"1622","قَالَ هِیَ رَاوَدَتْنِی عَن نَّفْسِی وَشَهِدَ شَاهِدٌ مِّنْ أَهْلِهَا إِن کَانَ قَمِیصُهُ قُدَّ مِن قُبُلٍ فَصَدَقَتْ وَهُوَ مِنَ الْکَاذِبِین","یوسف‌ ‌گفت‌: ‌او‌ ‌از‌ ‌من‌ کام‌ خواست‌ و شاهدی‌ ‌از‌ خانواده‌ی‌ ‌آن‌ زن‌ شهادت‌ داد ‌که‌ ‌اگر‌ پیراهن‌ ‌او‌ ‌از‌ جلو چاک‌ خورده‌، زن‌ راست‌ گفته‌ و ‌او‌ ‌از‌ دروغگویان‌ ‌است","26","12","يوسف","48","12","","","238"
"1623","وَإِن کَانَ قَمِیصُهُ قُدَّ مِن دُبُرٍ فَکَذَبَتْ وَهُوَ مِنَ الصَّادِقِین","و ‌اگر‌ پیراهنش‌ ‌از‌ پشت‌ دریده‌ ‌شده‌، زن‌ دروغ‌ گفته‌ و ‌او‌ ‌از‌ راستگویان‌ ‌است","27","12","يوسف","48","12","","","238"
"1624","فَلَمَّا رَأَى قَمِیصَهُ قُدَّ مِن دُبُرٍ قَالَ إِنَّهُ مِن کَیْدِکُنَّ إِنَّ کَیْدَکُنَّ عَظِیم","پس‌ چون‌ [شوهرش‌] دید پیراهن‌ ‌او‌ ‌از‌ پشت‌ چاک‌ خورده‌ ‌گفت‌: بی‌شک‌، ‌این‌ ‌از‌ مکر ‌شما‌ زنان‌ ‌است‌، ‌که‌ مکر ‌شما‌ بزرگ‌ ‌است","28","12","يوسف","48","12","","","238"
"1625","یُوسُفُ أَعْرِضْ عَنْ هَذَا وَاسْتَغْفِرِی لِذَنبِکِ إِنَّکِ کُنتِ مِنَ الْخَاطِئِین","ای‌ یوسف‌! ‌از‌ ‌این‌ [پیشامد] درگذر، و ای‌ زن‌ تو نیز ‌برای‌ گناه‌ ‌خود‌ استغفار کن‌ ‌که‌ تو ‌از‌ خطاکاران‌ بوده‌ای","29","12","يوسف","48","12","","","238"
"1626","وَقَالَ نِسْوَةٌ فِی الْمَدِینَةِ امْرَأَتُ الْعَزِیزِ تُرَاوِدُ فَتَاهَا عَن نَّفْسِهِ قَدْ شَغَفَهَا حُبًّا إِنَّا لَنَرَاهَا فِی ضَلَالٍ مُّبِین","و زنانی‌ ‌در‌ شهر گفتند: زن‌ عزیز ‌از‌ غلام‌ ‌خود‌ کام‌ می‌خواهد و سخت‌ دلداده‌ی‌ ‌او‌ ‌شده‌ ‌است‌، ‌به‌ راستی‌ ‌ما ‌او‌ ‌را‌ ‌در‌ گمراهی‌ آشکاری‌ می‌بینیم","30","12","يوسف","48","12","","","238"
"1627","فَلَمَّا سَمِعَتْ بِمَکْرِهِنَّ أَرْسَلَتْ إِلَیْهِنَّ وَأَعْتَدَتْ لَهُنَّ مُتَّکَأً وَآتَتْ کُلَّ وَاحِدَةٍ مِّنْهُنَّ سِکِّینًا وَقَالَتِ اخْرُجْ عَلَیْهِنَّ فَلَمَّا رَأَیْنَهُ أَکْبَرْنَهُ وَقَطَّعْنَ أَیْدِیَهُنَّ وَقُلْنَ حَاشَ لِلَّهِ مَا هَذَا بَشَرًا إِنْ هَذَا إِلَّا مَلَکٌ کَرِیم","پس‌ همین‌ ‌که‌ [همسر عزیز] مکرشان‌ ‌را‌ بشنید، ‌در‌ پی‌ آنان‌ فرستاد و محفلی‌ برایشان‌ آماده‌ ساخت‌ و ‌به‌ ‌هر‌ یک‌ ‌از‌ ‌آنها‌ [میوه‌ و] کاردی‌ داد و ‌به‌ یوسف‌ ‌گفت‌: ‌بر‌ آنان‌ درآی‌ ‌پس‌ چون‌ زنان‌ ‌او‌ ‌را‌ دیدند [حیران‌ وی‌ ‌شده‌] بزرگش‌ یافتند [و ‌از‌ شدت‌ هیجان‌] دست‌های‌ ‌خود‌ ‌را‌ بریدند و گفتند: پاک‌ ‌است‌ ‌خدا‌! ‌این‌ بشر نیست‌، ‌این‌ جز فرشته‌ای‌ بزرگوار نیست","31","12","يوسف","48","12","","","239"
"1628","قَالَتْ فَذَلِکُنَّ الَّذِی لُمْتُنَّنِی فِیهِ وَلَقَدْ رَاوَدتُّهُ عَن نَّفْسِهِ فَاسْتَعْصَمَ وَلَئِن لَّمْ یَفْعَلْ مَا آمُرُهُ لَیُسْجَنَنَّ وَلَیَکُونًا مِّنَ الصَّاغِرِین","گفت‌: ‌این‌ همان‌ ‌است‌ ‌که‌ ‌در‌ باره‌ی‌ ‌او‌ ملامتم‌ می‌کردید آری‌، ‌من‌ ‌از‌ ‌او‌ کام‌ خواستم‌ و ‌او‌ خویشتن‌ نگاه‌ داشت‌، و ‌اگر‌ آنچه‌ ‌را‌ دستورش‌ می‌دهم‌ نکند، قطعا زندانی‌ خواهد شد و حتما ‌از‌ حقیران‌ خواهد گردید","32","12","يوسف","48","12","","","239"
"1629","قَالَ رَبِّ السِّجْنُ أَحَبُّ إِلَیَّ مِمَّا یَدْعُونَنِی إِلَیْهِ وَإِلَّا تَصْرِفْ عَنِّی کَیْدَهُنَّ أَصْبُ إِلَیْهِنَّ وَأَکُن مِّنَ الْجَاهِلِین","یوسف‌] ‌گفت‌: پروردگارا! زندان‌ ‌برای‌ ‌من‌ ‌از‌ آنچه‌ مرا ‌به‌ ‌آن‌ می‌خوانند محبوب‌تر ‌است‌، و ‌اگر‌ مکرشان‌ ‌را‌ ‌از‌ ‌من‌ بازنگردانی‌ ‌به‌ سوی‌ آنان‌ میل‌ خواهم‌ کرد و ‌از‌ نادانان‌ خواهم‌ شد","33","12","يوسف","48","12","","","239"
"1630","فَاسْتَجَابَ لَهُ رَبُّهُ فَصَرَفَ عَنْهُ کَیْدَهُنَّ إِنَّهُ هُوَ السَّمِیعُ الْعَلِیم","پس‌ پروردگارش‌ دعای‌ ‌او‌ ‌را‌ اجابت‌ کرد و مکر زنان‌ ‌را‌ ‌از‌ ‌او‌ بگردانید آری‌ ‌او‌ شنوای‌ داناست","34","12","يوسف","48","12","","","239"
"1631","ثُمَّ بَدَا لَهُم مِّن بَعْدِ مَا رَأَوُا الْآیَاتِ لَیَسْجُنُنَّهُ حَتَّى حِین","آن‌گاه‌ ‌پس‌ ‌از‌ دیدن‌ همه نشانه‌های‌ [پاکی‌ یوسف‌] ‌به‌ نظرشان‌ رسید ‌که‌ ‌او‌ ‌را‌ ‌تا‌ چندی‌ ‌به‌ زندان‌ افکنند","35","12","يوسف","48","12","","","239"
"1632","وَدَخَلَ مَعَهُ السِّجْنَ فَتَیَانِ قَالَ أَحَدُهُمَا إِنِّی أَرَانِی أَعْصِرُ خَمْرًا وَقَالَ الْآخَرُ إِنِّی أَرَانِی أَحْمِلُ فَوْقَ رَأْسِی خُبْزًا تَأْکُلُ الطَّیْرُ مِنْهُ نَبِّئْنَا بِتَأْوِیلِهِ إِنَّا نَرَاکَ مِنَ الْمُحْسِنِین","و دو جوان‌ ‌با‌ یوسف‌ وارد زندان‌ شدند [روزی‌] یکی‌ ‌از‌ ‌آنها‌ ‌گفت‌: ‌من‌ خویشتن‌ ‌را‌ ‌به‌ خواب‌ دیدم‌ ‌که‌ [انگور ‌برای‌] شراب‌ می‌فشارم‌، و دیگری‌ ‌گفت‌: ‌من‌ ‌خود‌ ‌را‌ ‌به‌ خواب‌ دیدم‌ ‌که‌ ‌بر‌ روی‌ سرم‌ نان‌ می‌برم‌ و پرندگان‌ ‌از‌ ‌آن‌ می‌خورند، ‌ما ‌را‌ ‌از‌ تعبیرش‌ آگاه‌ کن‌ ‌که‌ ‌ما تو ‌را‌ ‌از‌ نیکوکاران‌ می‌بینیم","36","12","يوسف","48","12","","","239"
"1633","قَالَ لَا یَأْتِیکُمَا طَعَامٌ تُرْزَقَانِهِ إِلَّا نَبَّأْتُکُمَا بِتَأْوِیلِهِ قَبْلَ أَن یَأْتِیَکُمَا ذَلِکُمَا مِمَّا عَلَّمَنِی رَبِّی إِنِّی تَرَکْتُ مِلَّةَ قَوْمٍ لَّا یُؤْمِنُونَ بِاللَّهِ وَهُم بِالْآخِرَةِ هُمْ کَافِرُون","گفت‌: ‌تا‌ غذایی‌ ‌را‌ ‌که‌ روزی‌ خواهید شد برایتان‌ بیاورند، ‌من‌ ‌از‌ تعبیر ‌آن‌ پیش‌ ‌از‌ ‌آن‌ ‌که‌ وقوع‌ یابد ‌شما‌ ‌را‌ آگاه‌ می‌سازم‌، و ‌این‌ ‌از‌ ‌آن‌ چیزهایی‌ ‌است‌ ‌که‌ پروردگارم‌ ‌به‌ ‌من‌ آموخته‌ ‌است‌ ‌من‌ آیین‌ قومی‌ ‌را‌ ‌که‌ ‌به‌ خداوند ایمان‌ ندارند و منکر آخرتند رها کرده‌ام","37","12","يوسف","48","12","","","239"
"1634","وَاتَّبَعْتُ مِلَّةَ آبَائِی إِبْرَاهِیمَ وَإِسْحَاقَ وَیَعْقُوبَ مَا کَانَ لَنَا أَن نُّشْرِکَ بِاللَّهِ مِن شَیْءٍ ذَلِکَ مِن فَضْلِ اللَّهِ عَلَیْنَا وَعَلَى النَّاسِ وَلَکِنَّ أَکْثَرَ النَّاسِ لَا یَشْکُرُون","و ‌از‌ آیین‌ پدران‌ خویش‌ ابراهیم‌ و اسحاق‌ و یعقوب‌ پیروی‌ کرده‌ام‌ ‌برای‌ ‌ما سزاوار نیست‌ ‌که‌ چیزی‌ ‌را‌ شریک‌ ‌خدا‌ کنیم‌ ‌این‌ ‌از‌ کرم‌ ‌خدا‌ ‌بر‌ ‌ما و ‌بر‌ مردم‌ ‌است‌، ولی‌ بیشتر مردم‌ ناسپاسند","38","12","يوسف","48","12","","","240"
"1635","یَا صَاحِبَیِ السِّجْنِ أَأَرْبَابٌ مُّتَفَرِّقُونَ خَیْرٌ أَمِ اللَّهُ الْوَاحِدُ الْقَهَّار","ای‌ دو رفیق‌ زندانی‌ام‌! آیا خدایان‌ پراکنده‌ بهترند ‌ یا ‌ خدای‌ یگانه قهار","39","12","يوسف","48","12","","","240"
"1636","مَا تَعْبُدُونَ مِن دُونِهِ إِلَّا أَسْمَاءً سَمَّیْتُمُوهَا أَنتُمْ وَآبَاؤُکُم مَّا أَنزَلَ اللَّهُ بِهَا مِن سُلْطَانٍ إِنِ الْحُکْمُ إِلَّا لِلَّهِ أَمَرَ أَلَّا تَعْبُدُوا إِلَّا إِیَّاهُ ذَلِکَ الدِّینُ الْقَیِّمُ وَلَکِنَّ أَکْثَرَ النَّاسِ لَا یَعْلَمُون","شما‌ ‌غیر‌ ‌خدا‌، جز نام‌هایی‌ ‌را‌ ‌که‌ ‌خود‌ و پدرانتان‌ ‌آنها‌ ‌را‌ نامیده‌اید، نمی‌پرستید ‌که‌ خداوند ‌بر‌ ‌آن‌ هیچ‌ دلیلی‌ نازل‌ نکرده‌ ‌است‌ حکم‌ فقط ‌از‌ ‌آن‌ خداست‌ [و] فرمان‌ داده‌ ‌است‌ ‌غیر‌ ‌او‌ ‌را‌ نپرستید ‌این‌ دین‌ استوار ‌است‌، ولی‌ بیشتر مردم‌ نمی‌دانند","40","12","يوسف","48","12","","","240"
"1637","یَا صَاحِبَیِ السِّجْنِ أَمَّا أَحَدُکُمَا فَیَسْقِی رَبَّهُ خَمْرًا وَأَمَّا الْآخَرُ فَیُصْلَبُ فَتَأْکُلُ الطَّیْرُ مِن رَّأْسِهِ قُضِیَ الْأَمْرُ الَّذِی فِیهِ تَسْتَفْتِیَان","ای‌ دوستان‌ زندانی‌ ‌من‌! اما یکی‌ ‌از‌ ‌شما‌ خواجه ‌خود‌ ‌را‌ شراب‌ می‌دهد و اما دیگری‌ بردار می‌شود و مرغان‌ ‌از‌ سر ‌او‌ می‌خورند موضوعی‌ ‌که‌ ‌شما‌ دو تن‌ ‌از‌ ‌من‌ نظر خواستید قطعی‌ و حتمی‌ ‌است","41","12","يوسف","48","12","","","240"
"1638","وَقَالَ لِلَّذِی ظَنَّ أَنَّهُ نَاجٍ مِّنْهُمَا اذْکُرْنِی عِندَ رَبِّکَ فَأَنسَاهُ الشَّیْطَانُ ذِکْرَ رَبِّهِ فَلَبِثَ فِی السِّجْنِ بِضْعَ سِنِین","و ‌به‌ یکی‌ ‌از‌ ‌آن‌ دو ‌که‌ می‌دانست‌ آزاد شدنی‌ ‌است‌ ‌گفت‌: مرا نزد صاحب‌ ‌خود‌ یاد کن‌، ولی‌ شیطان‌ یادآوری‌ ‌او‌ ‌را‌ ‌در‌ نزد صاحبش‌ ‌از‌ خاطر وی‌ برد، ‌در‌ نتیجه‌ [یوسف‌] چند سالی‌ ‌در‌ زندان‌ ماند","42","12","يوسف","48","12","","","240"
"1639","وَقَالَ الْمَلِکُ إِنِّی أَرَى سَبْعَ بَقَرَاتٍ سِمَانٍ یَأْکُلُهُنَّ سَبْعٌ عِجَافٌ وَسَبْعَ سُنبُلَاتٍ خُضْرٍ وَأُخَرَ یَابِسَاتٍ یَا أَیُّهَا الْمَلَأُ أَفْتُونِی فِی رُؤْیَایَ إِن کُنتُمْ لِلرُّؤْیَا تَعْبُرُون","و شاه‌ ‌گفت‌: ‌من‌ ‌در‌ خواب‌ دیدم‌ ‌که‌ هفت‌ گاو فربه‌ ‌را‌ هفت‌ گاو لاغر می‌خورند، و هفت‌ خوشه سبز و هفت‌ خوشه خشکیده‌ی‌ دیگر ای‌ مهتران‌! ‌اگر‌ خواب‌ تعبیر می‌کنید، ‌در‌ باره‌ی‌ خواب‌ ‌من‌ نظر بدهید","43","12","يوسف","48","12","","","240"
